transaction_id,transaction_date,year,quarter,month,month_name,customer_id,branch,customer_segment,product_category,product_name,membership_plan,sales_channel,payment_method,campaign,quantity,unit_price_gbp,discount_pct,gross_revenue_gbp,discount_amount_gbp,net_revenue_gbp,estimated_cost_gbp,profit_gbp,is_recurring_payment
TXN-3660FCAA5E794023BA8C08F2F91476BE,2017-02-08,2017,Q1,2,February,CUST-6F632179F165423883019F3C628C3E9C,Riverside,General,Joining Fee,Joining Fee,Not Applicable,Front Desk,Cash,No Campaign,1,31.59,0.0,31.59,0.0,31.59,8.1,23.49,False
TXN-6322DBCDE6EF47758C89A570CFC51598,2017-02-08,2017,Q1,2,February,CUST-FE611FB7F2D449308E224C775511B932,City Centre,Family,Group Class,Spin Class,Not Applicable,Telephone,Cash,No Campaign,1,15.2,0.0,15.2,0.0,15.2,10.63,4.57,False
TXN-65E371D621D7462BA798AFE555667E38,2017-02-08,2017,Q1,2,February,CUST-23779C17BCA14003AE70710D310FD41C,Riverside,General,Joining Fee,Joining Fee,Not Applicable,Corporate Partner,Cash,No Campaign,1,31.06,0.0,31.06,0.0,31.06,8.04,23.02,False
TXN-8636EF12BF2447E49B686FEF6481E04C,2017-02-08,2017,Q1,2,February,CUST-91371B2342F84AA1B9D5B33CA20CEDCC,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Corporate Partner,Card,No Campaign,1,48.42,0.03,48.42,1.45,46.97,16.38,30.59,False
TXN-D2945B4D270F4C43B93C76B7C1A03200,2017-02-08,2017,Q1,2,February,CUST-DF151F207C624B12BCB5B296E25FCF58,Northside,Young Professional,Membership,Annual Premium Membership,Premium Annual,Front Desk,Card,No Campaign,1,652.01,0.0,652.01,0.0,652.01,171.16,480.85,False
TXN-D41132500630498F9C7AF85F1D69F790,2017-02-08,2017,Q1,2,February,CUST-AF02887188E1476AAE9AAD8940EA76DA,Northside,Young Professional,Membership,Annual Basic Membership,Basic Annual,Website,Card,No Campaign,1,453.05,0.0,453.05,0.0,453.05,110.56,342.49,False
TXN-85A7E7ED06DD47A8A951A439833CF166,2017-02-09,2017,Q1,2,February,CUST-0B3A854A785D436594347997B0F678AD,City Centre,Family,Personal Training,10-Session Personal Training Package,Not Applicable,Telephone,Cash,No Campaign,1,391.93,0.05,391.93,19.6,372.33,154.74,217.59,False
TXN-CEE8FF7D6F6642C3853254CD247A9B29,2017-02-09,2017,Q1,2,February,CUST-9469B6FC786B46D28214777CFB5D6FE5,Northside,Student,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,45.51,0.0,45.51,0.0,45.51,14.93,30.58,True
TXN-E7F0A6D957234DE8A0EC05746DF77E07,2017-02-09,2017,Q1,2,February,CUST-102B205A070A4FD993DCE205130AD58A,Riverside,Student,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Card,Referral Programme,1,44.0,0.1,44.0,4.4,39.6,22.59,17.01,False
TXN-D51885A3EB65464CA3ED86DA2AACA71E,2017-02-11,2017,Q1,2,February,CUST-13AFB2A8E27E4079A35D40DBBCDAA085,City Centre,Corporate,Membership,Corporate Membership,Corporate Annual,Corporate Partner,Direct Debit,No Campaign,1,520.42,0.0,520.42,0.0,520.42,126.35,394.07,True
TXN-FF176FF12F8E41BB9FAA0AFEEEB33424,2017-02-11,2017,Q1,2,February,CUST-C17B06C3310F4B9593C89E4359661C72,City Centre,General,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Card,No Campaign,1,48.24,0.0,48.24,0.0,48.24,16.0,32.24,True
TXN-1F3189C10AF24D0C818ACFC9A9B32ECF,2017-02-14,2017,Q1,2,February,CUST-BB184C72E7374852AD1163B8F1645F03,City Centre,General,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Bank Transfer,No Campaign,1,49.03,0.0,49.03,0.0,49.03,15.87,33.16,True
TXN-9A9AFA265D924E32943594D53DFB5CC7,2017-02-14,2017,Q1,2,February,CUST-CAC7C979157D452680E247F7A3CC86CE,Riverside,Corporate,Membership,Corporate Membership,Corporate Annual,Corporate Partner,Bank Transfer,No Campaign,1,492.12,0.0,492.12,0.0,492.12,118.91,373.21,True
TXN-EB33C5D30B084CF1A1EC439053459FB5,2017-02-14,2017,Q1,2,February,CUST-CA57A8D2FF1C4391902FB707BAED794B,City Centre,Young Professional,Membership,Annual Premium Membership,Premium Annual,Telephone,Bank Transfer,No Campaign,1,686.66,0.03,686.66,20.6,666.06,182.39,483.67,False
TXN-2124BAAC5C554FC3B567DC8428DB44F4,2017-02-15,2017,Q1,2,February,CUST-AC8E7EE583C64180B7E3EB0289BCAE14,City Centre,General,Merchandise,Gym Bag,Not Applicable,Corporate Partner,Card,No Campaign,1,29.53,0.0,29.53,0.0,29.53,22.55,6.98,False
TXN-473E196B3D794E59A9C0D94662C8945F,2017-02-15,2017,Q1,2,February,CUST-A25D87A7A5554300BF3CA6F759629E8A,Northside,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,Referral Programme,1,46.03,0.08,46.03,3.68,42.35,14.5,27.85,True
TXN-A19DA3FADE3F4B8F96CD80DF75A4C9A8,2017-02-15,2017,Q1,2,February,CUST-348BAC3EBD6B46F3AE3DF4E7A13C9C79,City Centre,General,Personal Training,10-Session Personal Training Package,Not Applicable,Mobile App,Card,No Campaign,1,389.55,0.05,389.55,19.48,370.07,150.35,219.72,False
TXN-56D809D371A64329BDEBCF782D39F870,2017-02-16,2017,Q1,2,February,CUST-5DC526BA25334878A99C01AE6D3F601F,City Centre,Student,Membership,Monthly Basic Membership,Basic Monthly,Corporate Partner,Direct Debit,No Campaign,1,48.57,0.0,48.57,0.0,48.57,16.32,32.25,True
TXN-B0C0BAC6179B4D8C915598ADA724DDC9,2017-02-16,2017,Q1,2,February,CUST-78E5350428104C9FB4E3D458CEB858FB,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,48.01,0.05,48.01,2.4,45.61,16.11,29.5,True
TXN-FD00640D25F14EEDB64AE629CCB2990E,2017-02-16,2017,Q1,2,February,CUST-FBC65EFD61C74AF4BF50B2032E67D6B3,City Centre,Student,Personal Training,10-Session Personal Training Package,Not Applicable,Front Desk,Card,No Campaign,1,392.17,0.0,392.17,0.0,392.17,153.07,239.1,False
TXN-0B96EF6C343141A897DED0DEDB7D05DA,2017-02-17,2017,Q1,2,February,CUST-33A241178C2F4CA692A36FCBA00C80E8,Riverside,General,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Cash,No Campaign,1,44.33,0.0,44.33,0.0,44.33,22.57,21.76,False
TXN-3D9565AA491E4DE18649821D5AB73781,2017-02-17,2017,Q1,2,February,CUST-4989B19FDC7A4F11816F80840656D46F,Northside,Family,Personal Training,10-Session Personal Training Package,Not Applicable,Front Desk,Card,Referral Programme,1,359.2,0.05,359.2,17.96,341.24,142.71,198.53,False
TXN-808FEC2E15EB4E8F92F25C0ACA19DFE5,2017-02-17,2017,Q1,2,February,CUST-4F26411FDB4E475D9AFCEE50A554C69D,Riverside,Senior,Supplement,Energy Drink,Not Applicable,Website,Card,No Campaign,1,3.62,0.0,3.62,0.0,3.62,3.48,0.14,False
TXN-E62688D2F7694A3EA4A8FD669A2936B6,2017-02-17,2017,Q1,2,February,CUST-EA50A8E8BF0E4392B1AC09C696505BCE,City Centre,Family,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Card,No Campaign,1,44.19,0.0,44.19,0.0,44.19,23.21,20.98,False
TXN-0813BF26586F4650BEEC859B7244B06E,2017-02-18,2017,Q1,2,February,CUST-70CA6977E6EB4C5386BD85B49B51EF38,City Centre,Student,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Direct Debit,Referral Programme,1,44.47,0.05,44.47,2.22,42.25,23.8,18.45,False
TXN-176551F0384E4DFD81D68ADAF931A9AF,2017-02-18,2017,Q1,2,February,CUST-AAD9F111E17D436BADB3FB84D3070C9D,City Centre,Corporate,Joining Fee,Joining Fee,Not Applicable,Front Desk,Card,Corporate Wellness,1,31.63,0.1,31.63,3.16,28.47,8.62,19.85,False
TXN-193679F2732F4636894D3236315AE701,2017-02-18,2017,Q1,2,February,CUST-B402B22EE56242BE9CC22FF4D8477E42,City Centre,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Corporate Partner,Direct Debit,No Campaign,1,68.61,0.0,68.61,0.0,68.61,23.97,44.64,True
TXN-DFECC29D6A384B578DE184D652F7D6B4,2017-02-18,2017,Q1,2,February,CUST-B2B106CDF629450C8C0A66767A654DAB,Riverside,Corporate,Membership,Corporate Membership,Corporate Annual,Corporate Partner,Bank Transfer,No Campaign,1,491.63,0.03,491.63,14.75,476.88,123.16,353.72,True
TXN-E130F6CB75434684AC99378CB348440B,2017-02-18,2017,Q1,2,February,CUST-B56D04B3A44947FF98CE9D0EE2FDD093,City Centre,Corporate,Merchandise,Gym Bag,Not Applicable,Telephone,Cash,Corporate Wellness,2,30.01,0.12,60.02,7.2,52.82,39.56,13.26,False
TXN-F49E5793F9F54E5EBC25E39CA2F4161A,2017-02-19,2017,Q1,2,February,CUST-88B71DF7C8464C8A9DA0F8C3A2103234,City Centre,Student,Membership,Student Membership,Student Monthly,Website,Card,No Campaign,1,34.15,0.0,34.15,0.0,34.15,12.44,21.71,True
TXN-15C55BE123EB4747995B1D1B7637466B,2017-02-20,2017,Q1,2,February,CUST-9BD4E592DD3A406B80A26D412C74E593,Riverside,Corporate,Membership,Corporate Membership,Corporate Annual,Corporate Partner,Digital Wallet,No Campaign,1,502.72,0.0,502.72,0.0,502.72,124.52,378.2,False
TXN-4723878D139A4AC2A5F223434E371702,2017-02-20,2017,Q1,2,February,CUST-7C551D0DCAD442AB9B6B6F13958E666F,City Centre,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Direct Debit,No Campaign,1,69.02,0.03,69.02,2.07,66.95,24.46,42.49,False
TXN-7F3FCF70372B47A78FAF19DF3F1C12D9,2017-02-20,2017,Q1,2,February,CUST-DCDA053E96D74DD8B059464E1DC88865,City Centre,General,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,47.33,0.0,47.33,0.0,47.33,16.12,31.21,True
TXN-87BEC93BCFF846D49D614943C1F70A86,2017-02-20,2017,Q1,2,February,CUST-D761F3D5049E4D3A91ECB0A594E1CBEF,Riverside,Senior,Group Class,HIIT Class,Not Applicable,Telephone,Card,No Campaign,1,15.68,0.0,15.68,0.0,15.68,10.79,4.89,False
TXN-974E39577DEF45409F9C19036FAB4594,2017-02-20,2017,Q1,2,February,CUST-90887A1152F64C8EA52E2483B99AAC2D,Riverside,General,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Direct Debit,No Campaign,2,43.49,0.0,86.98,0.0,86.98,39.71,47.27,False
TXN-86C61E75C4704C44856B3704E8566724,2017-02-21,2017,Q1,2,February,CUST-2B765F1E35E14640BE866B801ABCEDB3,Riverside,Family,Membership,Annual Premium Membership,Premium Annual,Telephone,Direct Debit,No Campaign,1,681.1,0.0,681.1,0.0,681.1,177.03,504.07,False
TXN-C338F5394C0D48599ED223A5919129B8,2017-02-22,2017,Q1,2,February,CUST-24D51176FE364C18B8C3A2C75CDC8E6B,City Centre,Young Professional,Supplement,Protein Powder,Not Applicable,Front Desk,Cash,No Campaign,1,34.82,0.0,34.82,0.0,34.82,25.9,8.92,False
TXN-2570B9881D434E3898511546C3FC69CC,2017-02-24,2017,Q1,2,February,CUST-D041A64B811E401DB13A7DFE1D598A35,Northside,Young Professional,Personal Training,10-Session Personal Training Package,Not Applicable,Front Desk,Card,Referral Programme,1,363.74,0.08,363.74,29.1,334.64,147.15,187.49,False
TXN-C34142C1BC1F433E92868A85A6100185,2017-02-24,2017,Q1,2,February,CUST-4ED86CB5F5F144F79E2CD8EC8D460C82,City Centre,Corporate,Membership,Corporate Membership,Corporate Annual,Corporate Partner,Direct Debit,Corporate Wellness,1,510.57,0.12,510.57,61.27,449.3,130.6,318.7,True
TXN-0A80872B62FC4B0381449077F4C54DFE,2017-02-27,2017,Q1,2,February,CUST-BD91BC2090C24CE887137E7DB850883B,Northside,Corporate,Membership,Corporate Membership,Corporate Annual,Front Desk,Bank Transfer,No Campaign,1,480.48,0.0,480.48,0.0,480.48,116.69,363.79,True
TXN-108C6DCBD0A34C7385BFC6E3584A25CA,2017-02-27,2017,Q1,2,February,CUST-325EC84D0F914492A4AE44D2F6DE2F54,Riverside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Direct Debit,No Campaign,1,68.62,0.05,68.62,3.43,65.19,23.99,41.2,False
TXN-86656B1CB36B4D55919A8239573904F0,2017-02-27,2017,Q1,2,February,CUST-5450E6F0D054405C9654D6A9A7A41180,Riverside,Senior,Merchandise,Gym T-Shirt,Not Applicable,Website,Digital Wallet,No Campaign,3,22.62,0.0,67.86,0.0,67.86,41.61,26.25,False
TXN-D9BE0D101FC24CB3979A0E57CC485705,2017-02-27,2017,Q1,2,February,CUST-7A9ADB72F3564375ACF1EA6EE329B0CE,City Centre,Young Professional,Membership,Annual Basic Membership,Basic Annual,Front Desk,Digital Wallet,No Campaign,1,476.21,0.0,476.21,0.0,476.21,113.49,362.72,False
TXN-2AF1EBCABB42464DBC3F7A3DB9A4A4BF,2017-02-28,2017,Q1,2,February,CUST-DE16A69AB4D741598BD8374B9BFC1844,City Centre,Corporate,Merchandise,Gym Bag,Not Applicable,Front Desk,Card,No Campaign,1,30.06,0.0,30.06,0.0,30.06,22.29,7.77,False
TXN-2C36D0C4B8E94D1BB1382731AE347EB6,2017-02-28,2017,Q1,2,February,CUST-84B01B7003C2439FBD8AECBDAA1C4A10,Riverside,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Bank Transfer,No Campaign,1,47.51,0.0,47.51,0.0,47.51,15.85,31.66,True
TXN-3E15488D511A46BBB9F2D9A222AB2879,2017-02-28,2017,Q1,2,February,CUST-B48F0C98F22E42068717CFEF78D7097D,City Centre,Young Professional,Supplement,Protein Powder,Not Applicable,Website,Card,No Campaign,1,33.6,0.0,33.6,0.0,33.6,25.24,8.36,False
TXN-4814223C59C442E6AD2FBAA743A4E54F,2017-02-28,2017,Q1,2,February,CUST-46D1EACAD622491E979A4919CFAD67DE,Northside,General,Supplement,Protein Powder,Not Applicable,Telephone,Card,No Campaign,1,31.79,0.0,31.79,0.0,31.79,24.69,7.1,False
TXN-70B5EE42668546A48B020706FE1368A1,2017-02-28,2017,Q1,2,February,CUST-BFFFDBF8B1144AAA8AB2ED7B35436A5C,City Centre,Young Professional,Supplement,Energy Drink,Not Applicable,Front Desk,Cash,No Campaign,2,3.81,0.03,7.62,0.23,7.39,7.09,0.3,False
TXN-5699A26B8EDA4ACE8940D4E17D839C30,2017-03-01,2017,Q1,3,March,CUST-840B3D7349E1487FA5550C7624DA5D72,Riverside,General,Group Class,Yoga Class,Not Applicable,Website,Card,No Campaign,1,12.44,0.0,12.44,0.0,12.44,9.21,3.23,False
TXN-5F46D489EA2A4C5EAA336D9C1CA1222A,2017-03-01,2017,Q1,3,March,CUST-48FB4E8E68114BC0B18F66164614AB34,Northside,Young Professional,Personal Training,Single Personal Training Session,Not Applicable,Website,Direct Debit,No Campaign,2,43.11,0.0,86.22,0.0,86.22,38.16,48.06,False
TXN-68AA408DAE384447A811041542C0DA4A,2017-03-01,2017,Q1,3,March,CUST-020823B0976D403BBB6B3EA299858CE3,City Centre,Senior,Joining Fee,Joining Fee,Not Applicable,Website,Card,No Campaign,1,32.45,0.0,32.45,0.0,32.45,8.59,23.86,False
TXN-B016A940E2374DCBA3800D6A60484C13,2017-03-01,2017,Q1,3,March,CUST-CC26C11A40334D669B039696A2A76FAD,Northside,Young Professional,Joining Fee,Joining Fee,Not Applicable,Front Desk,Cash,No Campaign,1,29.74,0.05,29.74,1.49,28.25,7.79,20.46,False
TXN-B7A799376B7C40AB8D26E0C0C4BA7CB3,2017-03-01,2017,Q1,3,March,CUST-E49F0ABEE9744B28960DF185ADCCC792,Riverside,Senior,Supplement,Protein Powder,Not Applicable,Mobile App,Card,No Campaign,1,33.13,0.0,33.13,0.0,33.13,24.51,8.62,False
TXN-DBE68874645B478091AE3C3041DC156B,2017-03-01,2017,Q1,3,March,CUST-BA8794BFF4144BFB8A627F1FE538B434,City Centre,Senior,Membership,Annual Premium Membership,Premium Annual,Telephone,Card,No Campaign,1,684.03,0.0,684.03,0.0,684.03,189.39,494.64,False
TXN-E70D0F9689304E52800056A5B8F4FEC2,2017-03-01,2017,Q1,3,March,CUST-9D9753302B244C05A55FF0B0C396BC03,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,47.58,0.0,47.58,0.0,47.58,15.77,31.81,True
TXN-C2EE2F6FB49B47C99F8FB9F19E73EE6B,2017-03-02,2017,Q1,3,March,CUST-659614E974DB4D63B73E67DE5F688BF8,Riverside,Young Professional,Group Class,Spin Class,Not Applicable,Website,Cash,No Campaign,2,14.56,0.0,29.12,0.0,29.12,15.45,13.67,False
TXN-EC456BFE50664977B21D2B9E38392BB7,2017-03-02,2017,Q1,3,March,CUST-1612BC9303EC405797B3C3569B3F811D,Riverside,Family,Personal Training,10-Session Personal Training Package,Not Applicable,Front Desk,Card,No Campaign,1,381.06,0.0,381.06,0.0,381.06,144.14,236.92,False
TXN-4F1C4FCB7AF840068D32DC126589751D,2017-03-03,2017,Q1,3,March,CUST-A95FB91A38834FF483AB9D003FB0AB9F,City Centre,Young Professional,Merchandise,Gym Bag,Not Applicable,Front Desk,Card,No Campaign,1,29.68,0.0,29.68,0.0,29.68,22.13,7.55,False
TXN-EAAA4558B7A342B680FCD83BCAB6E68C,2017-03-03,2017,Q1,3,March,CUST-3721B75E0A4F4F59B4915361B199D37C,Northside,Senior,Group Class,Yoga Class,Not Applicable,Front Desk,Digital Wallet,No Campaign,1,12.29,0.0,12.29,0.0,12.29,9.01,3.28,False
TXN-F3434B75341F4238AC13D3726CCAC62B,2017-03-03,2017,Q1,3,March,CUST-920A795CD987461EB898C97E44BD8B55,City Centre,Young Professional,Personal Training,Single Personal Training Session,Not Applicable,Website,Card,No Campaign,1,44.91,0.0,44.91,0.0,44.91,22.76,22.15,False
TXN-0721DC0F7F8C46F9A6083B38EB68255B,2017-03-04,2017,Q1,3,March,CUST-D6FB319E387641688BE5059DD6025CA2,City Centre,Student,Membership,Annual Premium Membership,Premium Annual,Website,Direct Debit,No Campaign,1,696.51,0.03,696.51,20.9,675.61,191.83,483.78,False
TXN-AD2EE906EE1A435CB3C0C9DF11DAD874,2017-03-04,2017,Q1,3,March,CUST-E3DE3954BB044B38918D6D8EEE8FF43E,Riverside,Student,Membership,Student Membership,Student Monthly,Front Desk,Bank Transfer,No Campaign,1,33.54,0.0,33.54,0.0,33.54,11.9,21.64,True
TXN-1E151377E2504A98B9B8B8C657C01157,2017-03-06,2017,Q1,3,March,CUST-AEF4372F24B54730B35314D8C7059899,City Centre,Student,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Card,No Campaign,1,44.71,0.0,44.71,0.0,44.71,23.38,21.33,False
TXN-2450141592924E5CA54BF7C53F59C2E3,2017-03-06,2017,Q1,3,March,CUST-6FCC35B07DD14215895B487EE772A577,City Centre,Student,Membership,Monthly Basic Membership,Basic Monthly,Corporate Partner,Card,Referral Programme,1,47.99,0.05,47.99,2.4,45.59,16.24,29.35,True
TXN-71287F30A975448C8AAE5985B7671236,2017-03-06,2017,Q1,3,March,CUST-5A5D3429B30D4DE2BCC9481E174758DA,Northside,General,Membership,Monthly Basic Membership,Basic Monthly,Website,Digital Wallet,Referral Programme,1,45.78,0.1,45.78,4.58,41.2,15.01,26.19,True
TXN-14A637198B154348895F2674529EB96E,2017-03-07,2017,Q1,3,March,CUST-D721928274A2457A88C4F1FD6411A2B8,City Centre,Corporate,Membership,Corporate Membership,Corporate Annual,Website,Bank Transfer,Corporate Wellness,1,508.34,0.08,508.34,40.67,467.67,125.21,342.46,True
TXN-6DC8105E7293408398AEFBDB0E043FF0,2017-03-07,2017,Q1,3,March,CUST-C0FB2D5F69BD493BB4CDDCFD384E3B62,Riverside,Young Professional,Personal Training,10-Session Personal Training Package,Not Applicable,Front Desk,Cash,Referral Programme,1,377.71,0.1,377.71,37.77,339.94,150.38,189.56,False
TXN-9748A525A7724AF0AB99C6D05DE73C52,2017-03-07,2017,Q1,3,March,CUST-E3C6057110354F58A1F5456811F02621,City Centre,Young Professional,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Cash,No Campaign,1,45.25,0.0,45.25,0.0,45.25,24.03,21.22,False
TXN-DFF8D4DA489B43DCBFC8C45C0F76D9DA,2017-03-08,2017,Q1,3,March,CUST-741E1DDDE52E43399D8963CFE82C4917,City Centre,Student,Joining Fee,Joining Fee,Not Applicable,Front Desk,Cash,No Campaign,1,32.3,0.03,32.3,0.97,31.33,8.73,22.6,False
TXN-3397B61B2D4448AB949BA903127163AF,2017-03-09,2017,Q1,3,March,CUST-4996ED75CE874E68B9DC109BC82DDC32,Riverside,Student,Merchandise,Gym Bag,Not Applicable,Front Desk,Cash,No Campaign,2,28.68,0.0,57.36,0.0,57.36,37.91,19.45,False
TXN-3B00C0C9843D4EE29438E6B4163862D5,2017-03-09,2017,Q1,3,March,CUST-127C5238932249EF84AC4B787BEC5C24,Northside,Young Professional,Merchandise,Gym Bag,Not Applicable,Front Desk,Direct Debit,No Campaign,2,28.47,0.0,56.94,0.0,56.94,36.88,20.06,False
TXN-812C0FE687BA4BBCBE8BE16AC24D0794,2017-03-09,2017,Q1,3,March,CUST-025A7956CF554182A363879B4DDF9D96,City Centre,Senior,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,48.23,0.0,48.23,0.0,48.23,15.96,32.27,True
TXN-F583490BB4514CCC90A7090498D44E60,2017-03-09,2017,Q1,3,March,CUST-140481A00E53407384C317F6A660FF8D,City Centre,Student,Membership,Student Membership,Student Monthly,Front Desk,Direct Debit,Referral Programme,1,33.95,0.1,33.95,3.4,30.55,12.21,18.34,True
TXN-FA456C164B234446BE56F7E1B8D8DBD5,2017-03-09,2017,Q1,3,March,CUST-CBF81CC3DBA74C9CA5A89594CECE41C5,Riverside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Website,Direct Debit,No Campaign,1,67.37,0.0,67.37,0.0,67.37,22.99,44.38,True
TXN-195887BC08F9447795007858AEC07421,2017-03-10,2017,Q1,3,March,CUST-C27BE888BDDD45B5B3C66D5F9A2D1CD6,Northside,Student,Merchandise,Gym T-Shirt,Not Applicable,Website,Digital Wallet,No Campaign,1,22.57,0.0,22.57,0.0,22.57,17.41,5.16,False
TXN-6750FA03103B49ABBACBD915CE2CA7A7,2017-03-10,2017,Q1,3,March,CUST-7BAD3C73F5834CC2BFC87CD93D5BF241,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Telephone,Card,No Campaign,1,48.25,0.03,48.25,1.45,46.8,16.17,30.63,False
TXN-E04D4E9660F94939A4B3F7A54F541979,2017-03-11,2017,Q1,3,March,CUST-8ADF3595CFED48BBB55F190E9ACD593E,Riverside,General,Merchandise,Gym T-Shirt,Not Applicable,Telephone,Card,No Campaign,1,23.0,0.0,23.0,0.0,23.0,17.9,5.1,False
TXN-1362577FBF3C466AA95EA1EACE81D400,2017-03-12,2017,Q1,3,March,CUST-4A1392BE1A75412BBA79AAC9D187BD02,City Centre,Senior,Supplement,Energy Drink,Not Applicable,Front Desk,Card,No Campaign,1,3.72,0.0,3.72,0.0,3.72,3.57,0.15,False
TXN-778271A0134C49B5A7D43230811A7F76,2017-03-12,2017,Q1,3,March,CUST-91AB6A31B0E64108AFF7D78B8AAF614E,City Centre,Young Professional,Membership,Annual Premium Membership,Premium Annual,Front Desk,Cash,No Campaign,1,688.61,0.0,688.61,0.0,688.61,189.44,499.17,False
TXN-DFB4E9E298E040288F81E6DCD566039A,2017-03-13,2017,Q1,3,March,CUST-FD202FC2559440B7ACB0E58A633FEAB5,Riverside,Corporate,Supplement,Protein Powder,Not Applicable,Telephone,Card,Corporate Wellness,1,32.98,0.1,32.98,3.3,29.68,25.86,3.82,False
TXN-24AAE95E91C24415A46B4796AD066CC7,2017-03-14,2017,Q1,3,March,CUST-A9B12A8F291B4B66AC359D9DC17441A2,City Centre,Student,Membership,Annual Basic Membership,Basic Annual,Telephone,Card,Referral Programme,1,478.66,0.05,478.66,23.93,454.73,112.02,342.71,False
TXN-44D946FF4F894F649AC5EB237E70369F,2017-03-14,2017,Q1,3,March,CUST-9965B4C24C454984880F42EF04D42A11,Northside,Student,Supplement,Protein Powder,Not Applicable,Front Desk,Direct Debit,No Campaign,1,32.8,0.03,32.8,0.98,31.82,24.45,7.37,False
TXN-50D13C869300442BAC42EFE4F61676B4,2017-03-14,2017,Q1,3,March,CUST-F19A4FCD68314A0D8B48590C040B0C0D,City Centre,Student,Group Class,Spin Class,Not Applicable,Front Desk,Cash,No Campaign,1,14.87,0.0,14.87,0.0,14.87,10.65,4.22,False
TXN-663E8C60E6A24E82BBC09F2276126E1F,2017-03-14,2017,Q1,3,March,CUST-3A93080030774655B6790AE3DE87A385,Riverside,Student,Membership,Student Membership,Student Monthly,Front Desk,Card,No Campaign,1,33.54,0.0,33.54,0.0,33.54,11.74,21.8,True
TXN-B816D525467545F8A04F9B772B505BF2,2017-03-14,2017,Q1,3,March,CUST-593251CAF4ED4021865A464EA980CF18,City Centre,Corporate,Membership,Corporate Membership,Corporate Annual,Corporate Partner,Direct Debit,Corporate Wellness,1,509.85,0.1,509.85,50.99,458.86,131.23,327.63,True
TXN-CFD4F8530B164124961CA57906219CC5,2017-03-14,2017,Q1,3,March,CUST-DE5E1E69FD3D4F6A8B26A5191930FD18,Northside,Family,Membership,Annual Premium Membership,Premium Annual,Front Desk,Cash,No Campaign,1,666.37,0.0,666.37,0.0,666.37,178.11,488.26,False
TXN-34BABACEA02B44E29B01C79F65C37A6E,2017-03-16,2017,Q1,3,March,CUST-EF22CEAC40574D009E0E0CBFE940AB49,Riverside,Senior,Membership,Annual Basic Membership,Basic Annual,Mobile App,Card,Referral Programme,1,470.38,0.05,470.38,23.52,446.86,113.47,333.39,False
TXN-B29209B4F47343749156D57964808963,2017-03-16,2017,Q1,3,March,CUST-F91E42E67C00446CBE55AC38D4C1DECF,Northside,General,Group Class,Yoga Class,Not Applicable,Front Desk,Digital Wallet,No Campaign,2,11.9,0.05,23.8,1.19,22.61,12.95,9.66,False
TXN-5386B5082FBE4918ACB6E037F9583D44,2017-03-17,2017,Q1,3,March,CUST-10B5DA5852BD47D99DC8895860BF2AB3,City Centre,Student,Group Class,Spin Class,Not Applicable,Website,Direct Debit,No Campaign,1,14.72,0.05,14.72,0.74,13.98,10.49,3.49,False
TXN-5426A63812A34A95993630B4A56DFBE5,2017-03-17,2017,Q1,3,March,CUST-F142F2ED56EA4262B688DE442FDFAC9D,City Centre,Student,Membership,Student Membership,Student Monthly,Telephone,Card,No Campaign,1,34.77,0.05,34.77,1.74,33.03,12.59,20.44,True
TXN-5D88955401E74EF2A7EFD35BA3CD377C,2017-03-17,2017,Q1,3,March,CUST-A25D87A7A5554300BF3CA6F759629E8A,Riverside,Young Professional,Membership,Corporate Membership,Corporate Annual,Corporate Partner,Bank Transfer,No Campaign,1,504.56,0.0,504.56,0.0,504.56,129.24,375.32,False
TXN-92CE1FADF4D543188A2C150B3B0FFC0B,2017-03-18,2017,Q1,3,March,CUST-FBFC71CDB51D4C5186EC39F584C442CC,Northside,Senior,Membership,Monthly Basic Membership,Basic Monthly,Corporate Partner,Direct Debit,No Campaign,1,46.14,0.05,46.14,2.31,43.83,14.97,28.86,False
